City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
664,Turkistan,KZ,83.03,clear sky,43.0,68.0,محمد هادي ال فطيح
666,Kuah,MY,80.6,moderate rain,6.3265,99.8432,Azio Hotel
668,Lafiagi,NG,75.27,overcast clouds,8.8667,5.4167,Bus group international
669,Darnah,LY,78.62,clear sky,32.767,22.6367,فندق الفردوس
672,Pokaran,IN,82.65,overcast clouds,26.9167,71.9167,Motel Pokaran - RTDC
674,Sarh,TD,78.71,few clouds,9.1429,18.3923,Domicile 1sur le goudron
675,Dogondoutchi,NE,90.0,overcast clouds,13.6393,4.0287,Hôtel Alheri Maison Alheri
676,Acari,PE,75.16,clear sky,-15.4311,-74.6158,HOSPEDAJE XIMENA
677,Havelock,US,86.99,clear sky,34.8791,-76.9013,Sherwood Motel
678,Ippy,CF,72.88,overcast clouds,6.2679,21.2247,Sherwood Motel
681,Megion,RU,73.42,clear sky,61.0296,76.1136,Komfort Hotel
682,Rafaela,AR,79.3,clear sky,-31.2503,-61.4867,Parra Hotel & Suites
686,Abu Zabad,SD,83.44,light rain,12.35,29.25,حامد محمد نور
687,Carutapera,BR,78.67,light rain,-1.195,-46.02,Lidera
690,Araouane,ML,86.65,scattered clouds,18.9048,-3.5265,Lidera
692,Siparia,TT,85.06,overcast clouds,10.1333,-61.5,Brook Gardens
693,Porto San Giorgio,IT,80.11,broken clouds,43.1827,13.7934,David Palace Hotel
694,Shaunavon,CA,76.78,broken clouds,49.6501,-108.4181,Bear's Den Lodge
696,Birao,CF,75.25,clear sky,10.2849,22.7882,Bear's Den Lodge
697,Benghazi,LY,79.79,clear sky,32.1167,20.0667,Tibesti Hotel
698,Sioux Lookout,CA,73.78,moderate rain,50.1001,-91.917,Knobby's Fly-In Camps
701,Iralaya,HN,89.69,few clouds,15.0,-83.2333,Iglesia morava renovada
704,Chakia,IN,82.35,scattered clouds,26.4167,85.05,Chandrika chauk lane
705,San Pedro,PH,80.15,moderate rain,14.35,121.0167,Villa Veronica Resort Private Pool
706,Langarud,IR,82.38,clear sky,37.197,50.1535,ستاد اسکان فرهنگیان لنگرود
708,Wajid,SO,75.52,few clouds,3.8093,43.2471,xamdihotelresturant114
709,Grenville,GD,86.05,scattered clouds,12.1167,-61.6167,Valley Breeze Guest House
712,Brasilia De Minas,BR,73.18,overcast clouds,-16.2064,-44.4333,Hotel Neris
713,Olinala,MX,82.02,broken clouds,17.8333,-98.85,Hotel Neris
